2018-03-15 19:34:57,329 - DEBUG - 'j'
2018-03-15 19:34:57,438 - DEBUG - 'o'
2018-03-15 19:34:57,595 - DEBUG - 'h'
2018-03-15 19:34:57,814 - DEBUG - 'n'
2018-03-15 19:34:58,142 - DEBUG - Key.space
2018-03-15 19:34:58,392 - DEBUG - 'm'
2018-03-15 19:34:58,532 - DEBUG - 'a'
2018-03-15 19:34:59,110 - DEBUG - 'r'
2018-03-15 19:34:59,282 - DEBUG - 'i'
2018-03-15 19:34:59,501 - DEBUG - 'n'
2018-03-15 19:34:59,626 - DEBUG - 't'
2018-03-15 19:34:59,767 - DEBUG - 'o'
2018-03-15 19:34:59,923 - DEBUG - 'n'
2018-03-15 19:35:00,142 - DEBUG - Key.space
2018-03-15 19:35:00,812 - DEBUG - 'r'
2018-03-15 19:35:00,937 - DEBUG - 'e'
2018-03-15 19:35:01,125 - DEBUG - 'n'
2018-03-15 19:35:01,281 - DEBUG - 'i'
2018-03-15 19:35:01,688 - DEBUG - Key.space
2018-03-15 19:35:01,953 - DEBUG - 'h'
2018-03-15 19:35:02,110 - DEBUG - 'w'
2018-03-15 19:35:02,266 - DEBUG - 'l'
2018-03-15 19:35:02,438 - DEBUG - 'l'
2018-03-15 19:35:02,625 - DEBUG - 'o'
2018-03-15 19:35:02,906 - DEBUG - Key.space
2018-03-15 19:35:03,594 - DEBUG - 'w'
2018-03-15 19:35:03,781 - DEBUG - 'o'
2018-03-15 19:35:04,141 - DEBUG - 'l'
2018-03-15 19:35:04,313 - DEBUG - 'r'
2018-03-15 19:35:04,704 - DEBUG - Key.backspace
2018-03-15 19:35:04,954 - DEBUG - Key.backspace
2018-03-15 19:35:05,141 - DEBUG - 'r'
2018-03-15 19:35:05,907 - DEBUG - 'l'
2018-03-15 19:35:06,063 - DEBUG - 'd'
2018-03-15 19:35:06,266 - DEBUG - Key.space
2018-03-15 19:35:07,063 - DEBUG - 'g'
2018-03-15 19:35:07,204 - DEBUG - 'o'
2018-03-15 19:35:07,360 - DEBUG - 'o'
2018-03-15 19:35:07,548 - DEBUG - 'd'
2018-03-15 19:35:07,712 - DEBUG - Key.space
2018-03-15 19:35:08,744 - DEBUG - 'm'
2018-03-15 19:35:08,931 - DEBUG - 'o'
2018-03-15 19:35:09,134 - DEBUG - 'r'
2018-03-15 19:35:09,291 - DEBUG - 'n'
2018-03-15 19:35:09,494 - DEBUG - 'i'
2018-03-15 19:35:09,650 - DEBUG - 'n'
2018-03-15 19:35:09,806 - DEBUG - 'g'
2018-03-15 19:35:11,025 - DEBUG - Key.enter
2018-03-15 19:35:12,979 - DEBUG - Key.esc
