2018-03-15 19:35:43,866 - DEBUG - 'a'
2018-03-15 19:35:43,898 - DEBUG - 's'
2018-03-15 19:35:44,007 - DEBUG - 'h'
2018-03-15 19:35:44,038 - DEBUG - 'd'
2018-03-15 19:35:44,335 - DEBUG - 'j'
2018-03-15 19:35:44,351 - DEBUG - 'a'
2018-03-15 19:35:44,476 - DEBUG - 'd'
2018-03-15 19:35:44,476 - DEBUG - 'h'
2018-03-15 19:35:44,773 - DEBUG - 'l'
2018-03-15 19:35:45,226 - DEBUG - Key.space
2018-03-15 19:35:45,710 - DEBUG - 's'
2018-03-15 19:35:45,726 - DEBUG - 'd'
2018-03-15 19:35:45,757 - DEBUG - 'f'
2018-03-15 19:35:45,835 - DEBUG - 'h'
2018-03-15 19:35:46,163 - DEBUG - 's'
2018-03-15 19:35:46,210 - DEBUG - 'd'
2018-03-15 19:35:46,241 - DEBUG - 'f'
2018-03-15 19:35:46,413 - DEBUG - Key.space
2018-03-15 19:35:46,788 - DEBUG - 'u'
2018-03-15 19:35:46,835 - DEBUG - 'e'
2018-03-15 19:35:46,991 - DEBUG - 'h'
2018-03-15 19:35:47,023 - DEBUG - 'r'
2018-03-15 19:35:47,148 - DEBUG - 'w'
2018-03-15 19:35:47,195 - DEBUG - 'e'
2018-03-15 19:35:47,320 - DEBUG - 'h'
2018-03-15 19:35:47,335 - DEBUG - 'r'
2018-03-15 19:35:47,492 - DEBUG - 'u'
2018-03-15 19:35:47,538 - DEBUG - 'w'
2018-03-15 19:35:47,617 - DEBUG - Key.space
2018-03-15 19:35:48,023 - DEBUG - 'h'
2018-03-15 19:35:48,122 - DEBUG - 'e'
2018-03-15 19:35:48,153 - DEBUG - 'w'
2018-03-15 19:35:48,215 - DEBUG - 'u'
2018-03-15 19:35:48,356 - DEBUG - 'r'
2018-03-15 19:35:48,372 - DEBUG - 'h'
2018-03-15 19:35:48,547 - DEBUG - 's'
2018-03-15 19:35:48,547 - DEBUG - 'j'
2018-03-15 19:35:48,565 - DEBUG - 'd'
2018-03-15 19:35:48,582 - DEBUG - 'k'
2018-03-15 19:35:48,676 - DEBUG - 'f'
2018-03-15 19:35:48,817 - DEBUG - 'k'
2018-03-15 19:35:48,833 - DEBUG - 's'
2018-03-15 19:35:48,864 - DEBUG - 'j'
2018-03-15 19:35:48,911 - DEBUG - 'l'
2018-03-15 19:35:48,926 - DEBUG - 'd'
2018-03-15 19:35:48,973 - DEBUG - 'j'
2018-03-15 19:35:49,020 - DEBUG - 'f'
2018-03-15 19:35:49,192 - DEBUG - 'k'
2018-03-15 19:35:49,223 - DEBUG - 's'
2018-03-15 19:35:49,301 - DEBUG - 'h'
2018-03-15 19:35:49,492 - DEBUG - 'f'
2018-03-15 19:35:49,523 - DEBUG - 'h'
2018-03-15 19:35:49,617 - DEBUG - 'a'
2018-03-15 19:35:49,695 - DEBUG - 'l'
2018-03-15 19:35:49,711 - DEBUG - 'k'
2018-03-15 19:35:49,789 - DEBUG - 'j'
2018-03-15 19:35:49,820 - DEBUG - 's'
2018-03-15 19:35:49,836 - DEBUG - 'f'
2018-03-15 19:35:49,883 - DEBUG - 'h'
2018-03-15 19:35:50,008 - DEBUG - 'k'
2018-03-15 19:35:50,008 - DEBUG - 'a'
2018-03-15 19:35:50,039 - DEBUG - 'j'
2018-03-15 19:35:50,086 - DEBUG - 's'
2018-03-15 19:35:50,180 - DEBUG - 'h'
2018-03-15 19:35:50,195 - DEBUG - 'f'
2018-03-15 19:35:50,289 - DEBUG - 'k'
2018-03-15 19:35:50,367 - DEBUG - 'j'
2018-03-15 19:35:50,383 - DEBUG - 's'
2018-03-15 19:35:50,477 - DEBUG - 'h'
2018-03-15 19:35:50,492 - DEBUG - 'f'
2018-03-15 19:35:50,602 - DEBUG - 'k'
2018-03-15 19:35:50,633 - DEBUG - 'a'
2018-03-15 19:35:50,680 - DEBUG - 's'
2018-03-15 19:35:50,820 - DEBUG - Key.space
2018-03-15 19:35:51,117 - DEBUG - 'h'
2018-03-15 19:35:51,242 - DEBUG - 'f'
2018-03-15 19:35:51,367 - DEBUG - 'l'
2018-03-15 19:35:51,383 - DEBUG - 'h'
2018-03-15 19:35:51,414 - DEBUG - 's'
2018-03-15 19:35:51,461 - DEBUG - 'k'
2018-03-15 19:35:51,570 - DEBUG - 'f'
2018-03-15 19:35:51,633 - DEBUG - 'h'
2018-03-15 19:35:51,742 - DEBUG - 'a'
2018-03-15 19:35:51,867 - DEBUG - 'u'
2018-03-15 19:35:51,883 - DEBUG - 's'
2018-03-15 19:35:51,898 - DEBUG - 'i'
2018-03-15 19:35:51,992 - DEBUG - 'f'
2018-03-15 19:35:52,039 - DEBUG - 'h'
2018-03-15 19:35:52,149 - DEBUG - 'k'
2018-03-15 19:35:52,305 - DEBUG - 'd'
2018-03-15 19:35:52,305 - DEBUG - 'h'
2018-03-15 19:35:52,320 - DEBUG - 'f'
2018-03-15 19:35:52,523 - DEBUG - 's'
2018-03-15 19:35:52,586 - DEBUG - 'h'
2018-03-15 19:35:52,633 - DEBUG - 'f'
2018-03-15 19:35:52,867 - DEBUG - 'h'
2018-03-15 19:35:52,914 - DEBUG - 'g'
2018-03-15 19:35:53,024 - DEBUG - 'l'
2018-03-15 19:35:53,055 - DEBUG - 'k'
2018-03-15 19:35:53,102 - DEBUG - 's'
2018-03-15 19:35:53,117 - DEBUG - 'l'
2018-03-15 19:35:53,148 - DEBUG - 'a'
2018-03-15 19:35:53,977 - DEBUG - Key.enter
2018-03-15 19:35:55,931 - DEBUG - Key.esc
