2018-03-15 17:35:43,861-DEBUG-'s'
2018-03-15 17:35:43,960-DEBUG-'a'
2018-03-15 17:35:44,087-DEBUG-'d'
2018-03-15 17:35:44,271-DEBUG-'s'
2018-03-15 17:35:44,348-DEBUG-'d'
2018-03-15 17:35:44,659-DEBUG-'a'
2018-03-15 17:35:44,881-DEBUG-'d'
2018-03-15 17:35:45,366-DEBUG-'f'
2018-03-15 17:35:45,428-DEBUG-'s'
2018-03-15 17:35:45,472-DEBUG-'d'
2018-03-15 17:35:45,611-DEBUG-'f'
2018-03-15 17:35:45,622-DEBUG-'a'
2018-03-15 17:35:45,970-DEBUG-'s'
2018-03-15 17:35:46,154-DEBUG-'f'
2018-03-15 17:35:46,366-DEBUG-'s'
2018-03-15 17:35:46,460-DEBUG-'d'
2018-03-15 17:35:46,538-DEBUG-'f'
2018-03-15 17:35:48,062-DEBUG-'a'
2018-03-15 17:35:48,128-DEBUG-'s'
2018-03-15 17:35:48,250-DEBUG-'d'
2018-03-15 17:35:48,368-DEBUG-'f'
2018-03-15 17:35:49,453-DEBUG-Key.ctrl_l
2018-03-15 17:35:49,599-DEBUG-'\x1a'
2018-03-15 17:35:49,848-DEBUG-'\x1a'
2018-03-15 17:35:50,454-DEBUG-'\x1a'
2018-03-15 17:35:55,267-DEBUG-Key.caps_lock
2018-03-15 17:35:55,296-DEBUG-'A'
2018-03-15 17:35:55,468-DEBUG-'S'
2018-03-15 17:35:55,512-DEBUG-'D'
2018-03-15 17:35:55,740-DEBUG-'A'
2018-03-15 17:35:55,930-DEBUG-Key.caps_lock
2018-03-15 17:35:56,195-DEBUG-'s'
2018-03-15 17:35:56,324-DEBUG-'d'
2018-03-15 17:35:56,556-DEBUG-'a'
2018-03-15 17:35:56,667-DEBUG-Key.caps_lock
2018-03-15 17:35:56,779-DEBUG-'D'
2018-03-15 17:35:57,020-DEBUG-Key.caps_lock
2018-03-15 17:35:57,146-DEBUG-'d'
2018-03-15 17:35:57,300-DEBUG-'a'
2018-03-15 17:35:57,360-DEBUG-'s'
2018-03-15 17:35:57,452-DEBUG-'d'
2018-03-15 17:35:57,626-DEBUG-'a'
2018-03-15 17:36:07,231-DEBUG-Key.alt_r
2018-03-15 17:36:07,648-DEBUG-Key.ctrl_r
2018-03-15 17:36:07,901-DEBUG-Key.delete
2018-03-15 17:36:07,948-DEBUG-Key.ctrl_r
